PROPAUDIT	CONSAUDIT	Proposed 2014	Considered 2015	1n submitted	2nd n submitted	unr?	2ndN	Adopt	EMERGEXP	ANALYST	Agency	Title	Part	Year	Page	Type	1stNPubl (E/P/R Adopted)	"Year1stNProp (P,E,R,X)"	1stNExp	2ndNFiled	2ndNExp	JCAR Overall Action	"Adopted (AdoptPubl if E, R or P)"	Adoption Page	Check	EXP	First Mtg Considered	Tab	JCAR Response: 1st meeting	2nd Mtg Considered	Tab: 2	JCAR Response: 2nd meeting	3rd Mtg Considered	Tab: 3	JCAR Response: 3rd Mtg	4th Mtg Considered	Tab: 4	JCAR Response: 4th Mtg	JCAR Action: Overall	Date of JCAR Action	Agency Monitoring	Active monitoring needed?	Rollcall Yes	Rollcall No	Rollcall Present	AR Deadline	"Agency Response (A,WD,D,NR)"	AR Date	AR Mtg	AR Tab	DTAR/NFA	FTR	NFA	SWM	WP/WS	Outcome	General	Emergency	Peremptory	Exempt	Required	Proposed	0	PA Addressed	PA Addressed 2	PA Addressed 3	PA Addressed 4	PA Addressed 5		APPROP	FTR	NFA	SWM	WS	CORRESP PROP	Year Considered	Year Action Taken	AR YEAR	AR MTG YEAR	#VALUE!	COVID-19	PROPOSEDAUDIT	CONSIDEREDAUDIT	AUDITSTART	AUDITFINISH	DCFS	HFS	DNR	CMS	IEMA	DOT	IHDA	JCE	Check2	Yearcheck	PageDB	PageTest	TypeDB	TypeShortDB	TypeTest	AgencyDB	AgencyTest	TitleDB	PartDB	TitleTest	PartTest	RegDateDB	RegDateTest	From1stNtoAdopt
NA	NA	na	G				#REF!	#REF!	#REF!		DSP	20	1298	13	1301585	G	2/8/13	2013	3/25/13	4/2/13	5/16/13	NOL	6/3/2013	1308041	TRUE	2/7/14	5/14/13	28	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		DVA	95	116	13	1301591	G	2/8/13	2013	3/25/13	5/14/13	6/27/13	NOL	7/10/2013	1312091	TRUE	2/7/14	6/11/13	38	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														152
NA	NA	na	R				#REF!	#REF!	#REF!		ISAC	2	5375	13	1301768	R	2/1/13	2013	NA	NA	NA	NOL	2/1/2013	1301768	FALSE	1/31/14	3/12/13	36	NOL										NOL	3/12/2013						NA																														2013	2013	NA	NA	0		0	0											TRUE	2013														0
NA	NA	na	E				#REF!	#REF!	#REF!		HFS	89	140	13	1301774	E	1/28/13	2013	NA	NA	NA	NOL	1/28/2013	1301774	FALSE	6/26/13	3/12/13	33	NOL										NOL	3/12/2013						NA																														2013	2013	NA	NA	0		0	0				#REF!							TRUE	2013														0
NA	NA	na	G				#REF!	#REF!	#REF!		ICC	83	281	13	1301835	G	2/15/13	2013	4/1/13	5/10/13	6/23/13	NOL	7/2/2013	1311280	TRUE	2/14/14	6/11/13	3	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														137
NA	NA	na	G				#REF!	#REF!	#REF!		IGB	86	3000	13	1301837	G	2/15/13	2013	4/1/13	5/20/13	7/3/13	NOL	7/9/2013	1312050	TRUE	2/14/14	6/11/13	12	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														144
NA	NA	na	G				#REF!	#REF!	#REF!		DPH	77	515	13	1301850	G	2/15/13	2013	4/1/13	5/2/13	6/15/13	NOL	6/25/2013	1310683	TRUE	2/14/14	6/11/13	32	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														130
NA	NA	na	E				#REF!	#REF!	#REF!		ICC	83	281	13	1302341	E	2/1/13	2013	NA	NA	NA	NOL	2/1/2013	1302341	FALSE	6/30/13	3/12/13	30	NOL										NOL	3/12/2013						NA																														2013	2013	NA	NA	0		0	0											TRUE	2013														0
NA	NA	na	E				#REF!	#REF!	#REF!		HFS	89	140	13	1302348	E	2/1/13	2013	NA	NA	NA	NOL	2/1/2013	1302348	FALSE	6/30/13	3/12/13	34	NOL										NOL	3/12/2013						NA																														2013	2013	NA	NA	0		0	0				#REF!							TRUE	2013														
NA	NA	na	G				#REF!	#REF!	#REF!	MR	COMPT	38	610	13	1302382	G	2/22/13	2013	4/8/13	5/20/13	7/3/13	NOL	9/9/2013	1315365	TRUE	2/21/14	6/11/13	6	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														199
NA	NA	na	G				#REF!	#REF!	#REF!	MR	COMPT	74	285	13	1302393	G	2/22/13	2013	4/8/13	5/20/13	7/3/13	NOL	9/9/2013	1315376	TRUE	2/21/14	6/11/13	7	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														199
NA	NA	na	G				#REF!	#REF!	#REF!		DFPR	68	1130	13	1302405	G	2/22/13	2013	4/8/13	4/16/13	5/30/13	NOL	5/31/2013	1307479	TRUE	2/21/14	5/14/13	12	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		IGB	11	1800	13	1302410	G	2/22/13	2013	4/8/13	4/25/13	6/8/13	NOL	5/23/2013	1307750	TRUE	2/21/14	5/14/13	13	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		PCB	35	302	13	1302436	G	2/22/13	2013	4/8/13	4/19/13	6/2/13	NOL	5/16/2013	1307493	TRUE	2/21/14	5/14/13	20	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														83
NA	NA	na	G				#REF!	#REF!	#REF!		SOS	92	1030	13	1302450	G	2/22/13	2013	4/8/13	4/11/13	5/25/13	NOL	5/22/2013	1307776	TRUE	2/21/14	5/14/13	27	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														89
NA	NA	na	G				#REF!	#REF!	#REF!		DVA	95	108	13	1302471	G	2/22/13	2013	4/8/13	5/14/13	6/27/13	OBJ	7/10/2013	1312087	TRUE	2/21/14	6/11/13	37	OBJ										OBJ	6/11/2013						9/8/2013	Agreement		7/9/2013		X					DTAR/NFA																				2013	2013	NA	2013	0		0	0											FALSE	NA														138
NA	NA	na	R				#REF!	#REF!	#REF!		DOT	2	1226	13	1302475	R	2/8/13	2013	NA	NA	NA	NOL	2/8/2013	1302475	FALSE	2/7/14	3/12/13	37	NOL										NOL	3/12/2013						NA																														2013	2013	NA	NA	0		0	0								#REF!			TRUE	2013														0
NA	NA	na	R				#REF!	#REF!	#REF!		DOT	2	1226	13	1302477	R	2/8/13	2013	NA	NA	NA	NOL	2/8/2013	1302477	FALSE	2/7/14	3/12/13	38	NOL										NOL	3/12/2013						NA																														2013	2013	NA	NA	0		0	0								#REF!			TRUE	2013														0
NA	NA	na	E				#REF!	#REF!	#REF!		DES	56	2765	13	1302506	E	2/11/13	2013	NA	NA	NA	NOL	2/11/2013	1302506	FALSE	7/10/13	3/12/13	31	NOL										NOL	3/12/2013						NA																														2013	2013	NA	NA	0		0	0											TRUE	2013														0
NA	NA	na	G				#REF!	#REF!	#REF!		CMS	80	3100	13	1302525	G	3/1/13	2013	4/15/13	4/19/13	6/2/13	NOL	5/23/2013	1307742	TRUE	2/28/14	5/14/13	1	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0						#REF!					FALSE	NA														83
NA	NA	na	X				#REF!	#REF!	#REF!		IEMA	32	330	13	1302533	X	3/1/13	2013	NA	NA	NA	NOL	4/16/2013	1305789	TRUE	2/28/14	5/14/13	50	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0							#REF!				FALSE	NA														
NA	NA	na	P				#REF!	#REF!	#REF!		DPH	77	692	13	1302563	P	2/15/13	2013	NA	NA	NA	REC	2/15/2013	1302563	FALSE	2/14/14	4/16/13	35	REC										REC	4/16/2013						7/14/2013	Agreed 5-6-13		5/14/2013		DTAR/NFA																									2013	2013	NA	2013	0		0	0											TRUE	2013														
NA	NA	na	G				#REF!	#REF!	#REF!		IEMA	32	330	13	1302597	G	3/8/13	2013	4/22/13	4/25/13	6/8/13	NOL	5/31/2013	1307960	TRUE	3/7/14	5/14/13	11	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0							#REF!				FALSE	NA														84
NA	NA	na	G				#REF!	#REF!	#REF!	MR	AG	77	4500	13	1302621	G	3/8/13	2013	4/22/13	6/19/13	8/2/13	NOL	7/22/2013	1312536	TRUE	3/7/14	7/9/13	1	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														136
NA	NA	na	na				#REF!	#REF!	#REF!		SBE	23	226	13	1302637	G	3/8/13	2013	4/22/13		NA	EXP	EXP	EXP	#VALUE!	3/7/14			EXP										EXP	1/0/1900						NA																														NA	1900	NA	NA	0		0	0											FALSE	NA														#VALUE!
NA	NA	na	G				#REF!	#REF!	#REF!		CDB	71	600	13	1302748	G	3/15/13	2013	4/29/13	5/31/13	7/14/13	NOL	7/23/2013	1312822	TRUE	3/14/14	7/9/13	2	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														130
NA	NA	na	G				#REF!	#REF!	#REF!		ICC	83	590	13	1302753	G	3/15/13	2013	4/29/13	8/2/13	9/15/13	NOL	9/10/2013	1315336	TRUE	3/14/14	8/13/13	4	NOL										NOL	8/13/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														179
NA	NA	na	G				#REF!	#REF!	#REF!		IEMA	29	410	13	1302757	G	3/15/13	2013	4/29/13	6/6/13	7/20/13	NOL	7/19/2013	1312402	TRUE	3/14/14	7/9/13	7	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0							#REF!				FALSE	NA														126
NA	NA	na	G				#REF!	#REF!	#REF!		IEMA	29	420	13	1302766	G	3/15/13	2013	4/29/13	6/6/13	7/20/13	NOL	7/19/2013	1312404	TRUE	3/14/14	7/9/13	8	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0							#REF!				FALSE	NA														126
NA	NA	na	G				#REF!	#REF!	#REF!		IEMA	32	335	13	1302775	G	3/15/13	2013	4/29/13	6/6/13	7/20/13	NOL	7/19/2013	1312406	TRUE	3/14/14	7/9/13	9	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0							#REF!				FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		IEMA	32	401	13	1302783	G	3/15/13	2013	4/29/13	6/6/13	9/3/13	NOL	8/22/2013	1314008	TRUE	3/14/14	7/9/13	10	XT	8/13/2013	5	NOL							NOL	8/13/2013						NA																														2013	2013	NA	NA	0		0	0							#REF!				FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		IEMA	32	605	13	1302807	G	3/15/13	2013	4/29/13	6/6/13	7/20/13	NOL	7/19/2013	1312414	TRUE	3/14/14	7/9/13	11	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0							#REF!				FALSE	NA														126
NA	NA	na	G				#REF!	#REF!	#REF!		IEMA	32	620	13	1302831	G	3/15/13	2013	4/29/13	6/12/13	7/26/13	NOL	7/19/2013	1312438	TRUE	3/14/14	7/9/13	12	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0							#REF!				FALSE	NA														126
NA	NA	na	G				#REF!	#REF!	#REF!		DNR	17	3000	13	1302843	G	3/15/13	2013	4/29/13	8/12/13	11/9/13	PROH	12/17/2013	1400530	TRUE	3/14/14	9/17/13	28	XT	10/22/2013	17	PROH							PROH	10/22/2013						4/19/2014			11/19/2013		WD PROH CONTINGENT ON AMENDMENTS																									2013	2013	NA	2013	0		0	0					#REF!						FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		PCB	35	303	13	1302851	G	3/15/13	2013	4/29/13	12/9/13	1/22/14	NOL	2/13/2014	1405517	TRUE	3/14/14	1/14/14	17	NOL										NOL	1/14/2014						NA																														2014	2014	NA	NA	0		0	0											FALSE	NA														
NA	NA	na	R				#REF!	#REF!	#REF!		ICDD	2	2905	13	1302871	R	2/28/13	2013	NA	NA	NA	NOL	2/28/2013	1302871	FALSE	2/27/14	4/16/13	36	NOL										NOL	4/16/2013						NA																														2013	2013	NA	NA	0		0	0											TRUE	2013														
NA	NA	na	R				#REF!	#REF!	#REF!		ICDD	2	2905	13	1302873	R	2/28/13	2013	NA	NA	NA	NOL	2/28/2013	1302873	FALSE	2/27/14	4/16/13	37	NOL										NOL	4/16/2013						NA																														2013	2013	NA	NA	0		0	0											TRUE	2013														
NA	NA	na	G				#REF!	#REF!	#REF!		HFS	89	140	13	1303362	G	3/22/13	2013	5/6/13	12/5/13	1/18/14	NOL	1/29/2014	1404330	TRUE	3/21/14	1/14/14	7	NOL										NOL	1/14/2014						NA																														2014	2014	NA	NA	0		0	0				#REF!							FALSE	NA														313
NA	NA	na	G				#REF!	#REF!	#REF!		DNR	17	1075	13	1303390	G	3/22/13	2013	5/6/13	5/16/13	6/29/13	NOL	7/5/2013	1311359	TRUE	3/21/14	6/11/13	29	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0					#REF!						FALSE	NA														105
NA	NA	na	G				#REF!	#REF!	#REF!		DNR	17	2030	13	1303397	G	3/22/13	2013	5/6/13	5/16/13	6/29/13	NOL	7/5/2013	1311366	TRUE	3/21/14	6/11/13	30	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0					#REF!						FALSE	NA														105
NA	NA	na	P				#REF!	#REF!	#REF!		CMS	80	310	13	1303408	P	3/22/13	2013	NA	NA	NA	NOL	3/7/2013	1303408	FALSE	3/21/14	4/16/13	34	NOL										NOL	4/16/2013						NA																														2013	2013	NA	NA	0		0	0						#REF!					TRUE	2013														-15
NA	NA	na	CO				#REF!	#REF!	#REF!		PCB	35	215	13	1303440	CO	3/22/13	2013	NA	NA	NA	APPR			FALSE	3/21/14	4/16/13	41	APPR										APPR	4/16/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														-41355
NA	NA	na	G				#REF!	#REF!	#REF!		CMS	44	10	13	1303460	G	3/29/13	2013	5/13/13	6/7/13	9/4/13	OBJ	WD	WD	#VALUE!	3/28/14	7/9/13	3	XT	8/13/2013	2	OBJ							OBJ	8/13/2013						11/10/2013	WD		9/17/2013		DTAR/NFA/SWM																									2013	2013	NA	2013	0		0	0						#REF!					FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		CMS	80	310	13	1303462	G	3/29/13	2013	5/13/13	5/15/13	6/28/13	NOL	7/1/2013	1309939	TRUE	3/28/14	6/11/13	1	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0						#REF!					FALSE	NA														94
NA	NA	na	G				#REF!	#REF!	#REF!		DPH	77	692	13	1303624	G	3/29/13	2013	5/13/13	5/21/13	7/4/13	NOL	7/2/2013	1311371	TRUE	3/28/14	6/11/13	34	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														95
NA	NA	na	G				#REF!	#REF!	#REF!		SOS	92	1040	13	1303635	G	3/29/13	2013	5/13/13	5/20/13	7/3/13	NOL	6/17/2013	1308832	TRUE	3/28/14	6/11/13	36	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														80
NA	NA	na	E				#REF!	#REF!	#REF!		CMS	44	10	13	1303885	E	3/14/13	2013	NA	NA	NA	OBJ	3/14/2013	1303885	FALSE	8/10/13	4/16/13	32	OBJ										OBJ	4/16/2013						7/14/2013			5/14/2013		DTAR/NFA																									2013	2013	NA	2013	0		0	0						#REF!					TRUE	2013														0
NA	NA	na	E				#REF!	#REF!	#REF!		DPH	77	692	13	1303899	E	3/29/13	2013	NA	NA	NA	NOL	3/18/2013	1303899	FALSE	8/25/13	4/16/13	33	NOL										NOL	4/16/2013						NA																														2013	2013	NA	NA	0		0	0											TRUE	2013														
NA	NA	na	G				#REF!	#REF!	#REF!		HFSRB	77	1100	13	1303934	G	4/5/13	2013	5/20/13	8/26/13	11/23/13	NOL	2/1/2014	1402822	TRUE	4/4/14	9/17/13	21	XT	10/22/2013	6	XT	11/19/2013	13	NOL				NOL	11/19/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														302
NA	NA	na	G				#REF!	#REF!	#REF!		HFSRB	77	1110	13	1303982	G	4/5/13	2013	5/20/13	8/26/13	11/23/13	PROH	4/15/2014	1408861	TRUE	4/4/14	9/17/13	22	XT	10/22/2013	7	XT	11/19/2013	14	PROH				PROH	11/19/2013						5/17/2014	A	2/17/2014	3/19/2014	32					WP																					2013	2013	2014	2014	0		0	0											FALSE	NA														375
NA	NA	na	G				#REF!	#REF!	#REF!		DNR	17	3700	13	1304156	G	4/5/13	2013	5/20/13	10/1/13	12/29/13	NOL	12/27/2013	1400934	TRUE	4/4/14	10/22/13	20	XT	11/19/2013	23	XT	12/17/2013	25	NOL				NOL	12/17/2013						NA																														2013	2013	NA	NA	0		0	0					#REF!						FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		DNR	17	3704	13	1304168	G	4/5/13	2013	5/20/13	10/1/13	12/29/13	NOL	12/27/2013	1400966	TRUE	4/4/14	10/22/13	22	XT	11/19/2013	24	XT	12/17/2013	26	NOL				NOL	12/17/2013						NA																														2013	2013	NA	NA	0		0	0					#REF!						FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		DNR	17	3708	13	1304183	G	4/5/13	2013	5/20/13	10/1/13	12/29/13	NOL	12/27/2013	1400983	TRUE	4/4/14	10/22/13	23	XT	11/19/2013	25	XT	12/17/2013	27	NOL				NOL	12/17/2013						NA																														2013	2013	NA	NA	0		0	0					#REF!						FALSE	NA														266
NA	NA	na	G				#REF!	#REF!	#REF!		DNR	17	3720	13	1304199	G	4/5/13	2013	5/20/13	10/1/13	12/29/13	NOL	12/27/2013	1401001	TRUE	4/4/14	10/22/13	24	XT	11/19/2013	26	XT	12/17/2013	28	NOL				NOL	12/17/2013						NA																														2013	2013	NA	NA	0		0	0					#REF!						FALSE	NA														266
NA	NA	na	G				#REF!	#REF!	#REF!		SOS	14	166	13	1304203	G	4/5/13	2013	5/20/13	6/7/13	7/21/13	NOL	7/17/2013	1312568	TRUE	4/4/14	7/9/13	22	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														103
NA	NA	na	G				#REF!	#REF!	#REF!		SOS	14	171	13	1304208	G	4/5/13	2013	5/20/13	6/7/13	7/21/13	NOL	7/17/2013	1312573	TRUE	4/4/14	7/9/13	23	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														103
NA	NA	na	G				#REF!	#REF!	#REF!		SOS	92	1010	13	1304213	G	4/5/13	2013	5/20/13	5/22/13	7/5/13	NOL	6/14/2013	1308941	TRUE	4/4/14	6/11/13	35	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0	#REF!	0	#REF!	#REF!	#REF!	#REF!	#REF!	#REF!	#REF!		FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		DVA	95	120	13	1304226	G	4/5/13	2013	5/20/13	9/12/13	10/26/13	REC	3/12/2014	1407323	TRUE	4/4/14	10/22/13	48	REC	6/15/2004	52	NOL							REC	10/22/2013						1/19/2014	A		2/18/2014	49																										2013	2013	NA	2014	0		0	0											FALSE	NA														341
NA	NA	na	na				#REF!	#REF!	#REF!		DCEO	14	520	13	1304411	G	4/12/13	2013	5/27/13		NA	WD	WD	WD	#VALUE!	4/11/14			WD										WD	1/0/1900						NA																														NA	1900	NA	NA	0		0	0											FALSE	NA														#VALUE!
NA	NA	na	G				#REF!	#REF!	#REF!		DFPR	68	1284	13	1304413	G	4/12/13	2013	5/27/13	6/4/13	7/18/13	NOL	1/1/2014	1313417	TRUE	4/11/14	7/9/13	14	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														264
NA	NA	na	G				#REF!	#REF!	#REF!		HFS	89	125	13	1304420	G	4/12/13	2013	5/27/13	5/28/13	7/11/13	NOL	6/27/2013	1310253	TRUE	4/11/14	6/11/13	19	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0				#REF!							FALSE	NA														76
NA	NA	na	G				#REF!	#REF!	#REF!		HFS	89	140	13	1304429	G	4/12/13	2013	5/27/13	5/28/13	7/11/13	NOL	6/27/2013	1310282	TRUE	4/11/14	6/11/13	22	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0				#REF!							FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		HFS	89	148	13	1304455	G	4/12/13	2013	5/27/13	5/28/13	7/11/13	NOL	6/27/2013	1310432	TRUE	4/11/14	6/11/13	24	NOL										NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0				#REF!							FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		DPH	77	500	13	1304466	G	4/12/13	2013	5/27/13	6/18/13	8/1/13	NOL	7/19/2013	1312555	TRUE	4/11/14	7/9/13	18	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														98
NA	NA	na	G				#REF!	#REF!	#REF!		DPH	77	690	13	1304479	G	4/12/13	2013	5/27/13	12/31/13	2/13/14	NOL	2/11/2014	1405513	TRUE	4/11/14	1/14/14	19	NOL										NOL	1/14/2014						NA																														2014	2014	NA	NA	0		0	0											FALSE	NA														305
NA	NA	na	G				#REF!	#REF!	#REF!		SBE	23	20	13	1304606	G	4/12/13	2013	5/27/13	8/15/13	9/28/13	NOL	10/2/2013	1316664	TRUE	4/11/14	9/17/13	5	NOL										NOL	9/17/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														173
NA	NA	na	G				#REF!	#REF!	#REF!		SBE	23	21	13	1304633	G	4/12/13	2013	5/27/13	8/15/13	9/28/13	NOL	10/2/2013	1316691	TRUE	4/11/14	9/17/13	6	NOL										NOL	9/17/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														173
NA	NA	na	G				#REF!	#REF!	#REF!		SBE	23	25	13	1304671	G	4/12/13	2013	5/27/13	8/15/13	9/28/13	NOL	10/2/2013	1316729	TRUE	4/11/14	9/17/13	7	NOL										NOL	9/17/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														173
NA	NA	na	G				#REF!	#REF!	#REF!		SBE	23	26	13	1304705	G	4/12/13	2013	5/27/13	8/15/13	9/28/13	NOL	10/2/2013	1316759	TRUE	4/11/14	9/17/13	8	NOL										NOL	9/17/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														173
NA	NA	na	G				#REF!	#REF!	#REF!		SBE	23	27	13	1304710	G	4/12/13	2013	5/27/13	8/15/13	9/28/13	NOL	10/7/2013	1316764	TRUE	4/11/14	9/17/13	9	NOL										NOL	9/17/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														178
NA	NA	na	G				#REF!	#REF!	#REF!		SBE	23	226	13	1304735	G	4/12/13	2013	5/27/13	8/15/13	9/28/13	NOL	10/2/2013	1316788	TRUE	4/11/14	9/17/13	14	NOL										NOL	9/17/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														
NA	NA	na	E				#REF!	#REF!	#REF!		DCEO	14	520	13	1305006	E	3/28/13	2013	NA	NA	NA	NOL	3/28/2013	1305006	FALSE	8/24/13	5/14/13	40	XT	6/11/2013	40	NOL							NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0											TRUE	2013														
NA	NA	na	E				#REF!	#REF!	#REF!		HFS	89	125	13	1305049	E	4/1/13	2013	NA	NA	NA	NOL	4/1/2013	1305049	FALSE	8/28/13	5/14/13	41	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0				#REF!							TRUE	2013														
NA	NA	na	E				#REF!	#REF!	#REF!		HFS	89	140	13	1305058	E	4/1/13	2013	NA	NA	NA	NOL	4/1/2013	1305058	FALSE	8/28/13	5/14/13	43	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0				#REF!							TRUE	2013														
NA	NA	na	E				#REF!	#REF!	#REF!		HFS	89	148	13	1305082	E	4/1/13	2013	NA	NA	NA	NOL	4/1/2013	1305082	FALSE	8/28/13	5/14/13	44	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0				#REF!							TRUE	2013														
NA	NA	na	G				#REF!	#REF!	#REF!		OSFM	41	175	13	1305131	G	4/19/13	2013	6/3/13	6/20/13	8/3/13	NOL	8/1/2013	1313443	TRUE	4/18/14	7/9/13	26	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														104
NA	NA	na	G				#REF!	#REF!	#REF!		SOS	92	1010	13	1305133	G	4/19/13	2013	6/3/13	6/5/13	7/19/13	NOL	7/17/2013	1312578	TRUE	4/18/14	7/9/13	24	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														89
NA	NA	na	E				#REF!	#REF!	#REF!		HFS	89	140	13	1305170	E	4/8/13	2013	NA	NA	NA	NOL	4/8/2013	1305170	FALSE	9/4/13	5/14/13	42	XT	6/11/2013	41	NOL							NOL	6/11/2013						NA																														2013	2013	NA	NA	0		0	0				#REF!							TRUE	2013														0
NA	NA	na	E				#REF!	#REF!	#REF!		OSFM	41	175	13	1305195	E	4/4/13	2013	NA	NA	NA	NOL	4/4/2013	1305195	FALSE	8/31/13	5/14/13	47	NOL										NOL	5/14/2013						NA																														2013	2013	NA	NA	0		0	0											TRUE	2013														
NA	NA	na	G				#REF!	#REF!	#REF!		DCFS	89	300	13	1305207	G	4/26/13	2013	6/10/13	7/25/13	9/7/13	NOL	12/31/2013	1401962	TRUE	4/25/14	8/13/13	3	NOL										NOL	8/13/2013						NA																														2013	2013	NA	NA	0		0	0			#REF!								FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		DCFS	89	312	13	1305233	G	4/26/13	2013	6/10/13	10/3/13	12/31/13	NOL	12/31/2013	1401988	TRUE	4/25/14	10/22/13	4	XT	11/19/2013	3	NOL							NOL	11/19/2013						NA																														2013	2013	NA	NA	0		0	0			#REF!								FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		HFS	89	140	13	1305243	G	4/26/13	2013	6/10/13	10/1/13	11/14/13	NOL	11/4/2013	1318275	TRUE	4/25/14	10/22/13	8	NOL										NOL	10/22/2013						NA																														2013	2013	NA	NA	0		0	0				#REF!							FALSE	NA														192
NA	NA	na	G				#REF!	#REF!	#REF!		DHS	89	113	13	1305268	G	4/26/13	2013	6/10/13	7/9/13	8/22/13	NOL	8/27/2013	1314876	TRUE	4/25/14	8/13/13	7	NOL										NOL	8/13/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														123
NA	NA	na	G				#REF!	#REF!	#REF!		OSFM	41	120	13	1305279	G	4/26/13	2013	6/10/13	6/25/13	8/8/13	NOL	8/1/2013	1313424	TRUE	4/25/14	7/9/13	25	NOL										NOL	7/9/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														
NA	NA	na	G				#REF!	#REF!	#REF!		DPH	77	500	13	1305298	G	4/26/13	2013	6/10/13	7/3/13	8/16/13	NOL	8/28/2013	1314983	TRUE	4/25/14	8/13/13	19	NOL										NOL	8/13/2013						NA																														2013	2013	NA	NA	0		0	0											FALSE	NA														
